q,que,ai_answer,actual_send_answer,kb_ids,new_refer,order_status,refund_status,Unnamed: 0
随着年龄增长，人的睡眠的趋势如何？？,[],,丹尼尔博士更是发现了“人岁数越大，需要的睡眠越少”这样的规律,0,"你是一名电商人工客服,现在不是工作时间不要求你用客服语气说话,只是考验你从文档中抽取信息的能力,请你通过分析文档内容后精简的回答问题。
 以下是供你参考的已知信息：【环球网综合报道】当今社会，如何保证睡眠质量已经成为一个十分火热的话题，我们总用各种方式让自己尽快入睡：避免把电器放到卧室;睡前一小时关闭电脑;每天固定时间段做运动等等。保证睡眠质量固然是重中之重，可是据《ELLE》杂志报道，传统意义中8小时的睡眠，并不利于身心，那么睡多久才合适呢？据《华尔街日报》报道，调查显示，7小时的睡眠堪称最佳，睡眠时间一旦超过8小时，还有可能会损害身体健康。加州圣地亚哥大学的DanielF.Kripke博士发现，睡眠时间在6.5至7.4小时之间的人的死亡率最低;在后来的一项研究中，丹尼尔博士更是发现了“人岁数越大，需要的睡眠越少”这样的规律，通过对450位年长女性的调查，他发现睡眠时间少于5小时或者多于6.5小时的人群有着较高的死亡率。高死亡率已经令人不寒而栗。但休息时间过长还会伴有其他副作用，如糖尿病、肥胖症、和心血管疾病，但是认知能力和记忆力方面的负面影响并不明显。

你要回复的问题是:",,,410.0
建造了什么商场,[],,购物中心Hoog Catharijne,0,"你是一名电商人工客服,现在不是工作时间不要求你用客服语气说话,只是考验你从文档中抽取信息的能力,请你通过分析文档内容后精简的回答问题。
 以下是供你参考的已知信息：乌得勒支中央火车站周围地区和火车站本身是按照20世纪60年代的现代主义思想，以野蛮的风格发展起来的。这导致了购物中心Hoog Catharijne（nl）、音乐中心Vredenburg（Hertzberger，1979）的建设，以及部分古运河结构转换为公路（Catherijnebaan）。甚至在最后一栋建筑完工之前，就有人抗议市中心的进一步现代化。在21世纪初，整个地区正在重新开发。音乐再开发音乐中心于2014年开业，最初的Vredenburg音乐会、摇滚乐和爵士乐厅汇集在一栋建筑中。

你要回复的问题是:",,,411.0
孙某的提包内有什么东西？,[],,包内有现金900余元、白色OPPO手机一部等,0,"你是一名电商人工客服,现在不是工作时间不要求你用客服语气说话,只是考验你从文档中抽取信息的能力,请你通过分析文档内容后精简的回答问题。
 以下是供你参考的已知信息：经审理查明：（一）抢夺事实2014年8月17日14时许，被告人唐某至莱州市程郭镇桥头村村碑南处，趁孙某不备将其手中的提包抢走，包内有现金900余元、白色OPPO手机一部等。经鉴定，被抢手机价值人民币1200元。案发后，赃物被其丢弃，赃款被其挥霍。（二）盗窃事实被告人唐某于2014年8月至10月间，先后至莱州市程郭镇东坊北村、后王门村、前武官村等地，采取翻墙、钻窗等手段3次入户盗窃他人财物，并趁在临沂市平邑县柏林镇苏城村孙某甲家留宿时，盗窃孙某甲裤兜里的现金，盗窃赃款共计人民币5000余元。案发后，犯罪所得赃款全部被其挥霍。具体犯罪事实如下：1、2014年8月31日上午10时许，被告人唐某至莱州市程郭镇东坊北村赵某甲家，采用翻墙入院、钻窗入室等手段将赵某甲放在短裤内的150元人民币盗走。2、2014年10月份的一天上午，被告人唐某至莱州市程郭镇后王门村李1某家，采用翻墙入院、撬锁等手段，将李1某抽屉里的750元人民币盗走。3、2014年10月23日下午，被告人唐某至莱州市程郭镇前五官村吕某甲家，采用翻墙入院、钻窗入室、撬锁等手段，将吕某甲大衣橱抽屉里的2100元人民币盗走。4、2014年10月30日早晨，被告人唐某在临沂市平邑县柏林镇苏城村孙某甲家留宿时，趁孙某甲上厕所之机将其放在裤兜里的2000元人民币盗走。2014年11月2日上午9时许，被告人唐某至莱州市程郭镇东坊北村再次伺机盗窃时，被现场抓获归案。归案后，唐某为获取他人许诺的好处，向同监室在押犯罪嫌疑人透露当时公安机关尚未掌握的上述抢夺罪行及盗窃李1某家、吕某甲家及孔令兵财物的罪行，并在提审时坦白。被告人唐某还检举揭发他人犯罪行为，经查证属实。

你要回复的问题是:",,,412.0
投保人购买了什么保险？,[],,个人短期贷款履约保证保险,0,"你是一名电商人工客服,现在不是工作时间不要求你用客服语气说话,只是考验你从文档中抽取信息的能力,请你通过分析文档内容后精简的回答问题。
 以下是供你参考的已知信息：经审理查明:2016年9月19日,李3向华安财险安徽分公司投保个人短期贷款履约保证保险,保险金额为218047.39元,被保险人为网商银行,保险费为17443.79元,承保期限为12个月,自贷款发放之日起计算保险单特别约定:保险人履行赔偿责任后,投保人应及时向保险人返还保险人代偿的全部金额,否则,投保人需以欠款为基数,自理赔日起按每日万分之五的标准向保险人支付违约金同时,邵4向华安财险安徽分公司出具连带责任担保书,自愿为李3保险合同项下承担的还款责任承担连带责任保证担保,担保范围包括投保人未偿还贷款人的全部款项、保险人赔付给贷款人的全部保险赔款(含本金和利息)、投保人应向保险人支付的违约金李3于2016年9月19日从网商银行贷出20万元,贷款期限为12个月,按月等额本息还款,李3授权网商银行直接从其支付宝账户扣划还款李3自2017年8月19日开始逾期还款,华安财险安徽分公司于2017年11月10日为李3代偿借款本金34315.08元、利息310.57元、罚息678.23元,合计35303.88元为向李3、邵4追偿,华安财险安徽分公司诉至本院,要求判如所请

你要回复的问题是:",,,413.0
目前世界上最好的武装直升机是什么时候推出EXINT载人吊舱？。,[],,上世纪90年代推出EXINT载人吊舱,0,"你是一名电商人工客服,现在不是工作时间不要求你用客服语气说话,只是考验你从文档中抽取信息的能力,请你通过分析文档内容后精简的回答问题。
 以下是供你参考的已知信息：这些武装直升机把自己变成了战场出租车。（图源：航空学家网站）◎美国海军陆战队AH-1“眼镜蛇”武装直升机搭载特战队员执行任务，这名特种兵和飞行员一定是拜把子兄弟，不然不会这么大胆。头上有旋翼，左手边是机炮转塔，右手边是“地狱火”导弹，武器操纵员手一滑这战场出租车可就成死亡出租车了。◎英国陆军“长弓阿帕奇”武装直升机的载人吊舱相对来说就比较舒服了，这是英国国防评估和研究机构在上世纪90年代推出EXINT载人吊舱，也是目前唯一一款实用型的直升机用载人吊舱，英国人在试验中用过，但没有证据显示这款载人吊舱在实战中投入使用，2009年英国皇家海军陆战队在阿富汗紧急撤离时也未使用载人吊舱，而是直接坐在“阿帕奇”武装直升机的主起落架上撤离的。◎载人吊舱内部空间剖视图，可见其空间长度还算充裕，高度就“捉襟见肘”了。按照英国人的设想，载人吊舱可以开发多种型号，如搭载特战队员的特战吊舱、运送蛙人的蛙人吊舱以及空运地勤人员的空勤吊舱，在实际操作中可按任务需要配用不同类型的吊舱，实现快速投送或野战机场快速部署。

你要回复的问题是:",,,414.0
杜鲁门发表「韩战声明」的目的是?,[],,为了坚守西太平洋的反共防线,0,"你是一名电商人工客服,现在不是工作时间不要求你用客服语气说话,只是考验你从文档中抽取信息的能力,请你通过分析文档内容后精简的回答问题。
 以下是供你参考的已知信息：中华民国与日本于1952年4月28日在台北另行签订一份和约，和约中第二条规定：兹承认依照1951年9月8日在美国旧金山市签订之对日本和平条约，日本业已放弃台湾、澎湖群岛之一切权利、权限和请求权，1952年中华民国外交部长叶公超向立法院解释这个条款时表示，旧金山和约「并未规定把这些岛屿归还给中华民国，有立法委员问：「台湾和澎湖群岛的地位是什么？」叶公超回答说：「事实上，这两个地方正由我们控制．然而微妙的国际形势使得它们不属于我们．在现行情况下，日本没有权利把台湾和澎湖群岛转移给我们，即使日本有意如此，我们也不能接受。」。韩战于1950年6月25日爆发，为了坚守西太平洋的反共防线，美国政府一改先前的消极态度—杜鲁门于两天后发表「韩战声明」，除了宣布台湾海峡中立化，派遣第七舰队协防台海外，同时表示：「福尔摩沙若遭共产势力占领，将会对太平洋区域及美国于此区之维和势力造成直接威胁，福尔摩沙未来的地位，必须等待太平洋地区的安全恢复，以及对日本的和平条约成立，或经过联合国讨论后，再作决定。」此即台湾地位未定论的起源。

你要回复的问题是:",,,415.0
空腹时会产生哪些症状？,[],,会使某些人产生亢进的症状，如心慌、头昏、手脚无力、心神恍惚等。,0,"你是一名电商人工客服,现在不是工作时间不要求你用客服语气说话,只是考验你从文档中抽取信息的能力,请你通过分析文档内容后精简的回答问题。
 以下是供你参考的已知信息：空腹时：会使某些人产生亢进的症状，如心慌、头昏、手脚无力、心神恍惚等。不常喝茶的人，尤其是清晨空腹喝茶，更容易出现上述症状。这被称为茶醉，一旦出现茶醉现象，可以口含糖果或喝些糖水来缓解。相对年轻人来说，老人的肠胃更为脆弱，患胃、十二指肠溃疡的中老年人更不宜空腹饮茶，尤其是浓茶。因为过多的鞣酸会刺激胃肠黏膜，从而导致病情加重，有的还会引起消化不良或便秘。喝醉时：茶叶有兴奋神经中枢的作用，醉酒后喝浓茶会加重心脏负担。对心肾功能较差的老人来说，酒后尤其不能饮大量的浓茶；可采用进食大量水果或小口饮醋等方法，以加快人体的新陈代谢速度，使酒醉缓解。睡觉前：茶中的物质，被人体吸收后，对中枢神经系统有明显的兴奋作用，饮茶会使精神兴奋，影响睡眠，甚至导致失眠，尤其是新采的绿茶，作用更明显。并且茶有利尿作用，老人睡前饮茶还容易夜间尿频，影响睡眠质量。服药期：有些患慢性病的老人需要长期服药，很多药物服用期间不宜喝茶。比如镇静助眠药物、抗心律失常药物等。茶碱可降低一些药物的镇痛作用，因此，服用镇痛药物时也不宜喝茶。

你要回复的问题是:",,,416.0
被告人柏某某酒驾后在哪被抓？,[],,广德县桃州镇清洁路路段处,0,"你是一名电商人工客服,现在不是工作时间不要求你用客服语气说话,只是考验你从文档中抽取信息的能力,请你通过分析文档内容后精简的回答问题。
 以下是供你参考的已知信息：经审理查明：关于危险驾驶事实2014年6月12日21时5分许，被告人柏某某酒后驾驶无号牌山洋牌燃油助力车行至广德县桃州镇清洁路路段处，被广德县公安局交通管理大队民警当场抓获。被告人柏某某驾驶的燃油助力车经安徽皖江司法鉴定所鉴定，属机动车类两轮普通摩托车；被告人柏某某血液乙醇含量经安徽省芜湖市疾病预防控制中心鉴定为139mg／100ml，属于醉酒后驾驶机动车。

你要回复的问题是:",,,417.0
挪威武装部队用以替换现役MP5式的单兵自卫武器，其可选择什么方式发射呢？。,[],,可选择单发或全自动发射,0,"你是一名电商人工客服,现在不是工作时间不要求你用客服语气说话,只是考验你从文档中抽取信息的能力,请你通过分析文档内容后精简的回答问题。
 以下是供你参考的已知信息：世界三款最小口径冲锋枪鉴赏，德国制造MP7仅为4.6毫米口径。由于枪身短小，所以也适用于室内近身作战及要员保护。MP7与G36、UMP同样大量采用塑料作为枪身主要材料，瞄准方式则采用折叠式的准星照门，不过也于上机匣装上了标准的M1913导轨，允许使用者自行加装各式瞄具。MP7可选择单发或全自动发射，弹匣释放钮设计与HKUSP相似，可选配20发容量短弹匣或40发容量长弹匣，也有30发容量弹匣。此外，为MP7特制的消声器不会因为枪支经消声而降低其精确度、贯穿力及射速。全枪只由三颗销钉固定，射手只需用枪弹作为工具就可以完成MP7的大部分分解，较MP5及UMP容易。

你要回复的问题是:",,,418.0
化学合成的分子量损失是多少？,[],,它是在教育的目的是“帮助一个人成为整体”的假设下，用来理解和评价教育课程,0,"你是一名电商人工客服,现在不是工作时间不要求你用客服语气说话,只是考验你从文档中抽取信息的能力,请你通过分析文档内容后精简的回答问题。
 以下是供你参考的已知信息：随着药物化学的发展，现代抗菌药物大多是各种天然化合物的半合成修饰。例如，这些抗生素包括β-内酰胺类抗生素，其中包括青霉素（由青霉属真菌产生）、头孢菌素和碳青霉烯类抗生素。仍然从活生物体中分离出来的化合物是氨基糖苷类，而其他抗菌药物，例如磺胺类、喹诺酮类和恶唑烷酮，则是通过化学合成来生产的。许多抗菌化合物是相对较小的分子，分子量小于2000个原子质量单位。[需要引用]

你要回复的问题是:",,,419.0
杨x10向11x0借的钱还款期限是什么时候？,[],,2012年11月3日,0,"你是一名电商人工客服,现在不是工作时间不要求你用客服语气说话,只是考验你从文档中抽取信息的能力,请你通过分析文档内容后精简的回答问题。
 以下是供你参考的已知信息：根据当事人陈述和经审查确认的证据,本院认定事实如下:杨x10于2011年9月29日、2012年8月3日向11x0借款4.1万元、5.3万元,并均于借款当日向11x0出具了借条其中,2011年9月29日的借条对借款期限及利息均未作出约定,2013年8月3日的借条对还款期限作出了约定,约定在2012年11月3日前还清,对利息未作约定2016年年底杨x10去世,姜x0于2017年9月6日起诉至法院,要求舒x1、杨x2、杨x3、杨x4偿还杨x10所欠借款另查明,舒x1系杨x10之妻,杨x2系杨x10长子,杨x3系杨x10次子,杨x4系杨x10之女舒x1、杨x2、杨x3、杨x4均系杨x10的法定继承人

你要回复的问题是:",,,420.0
梦幻西游174升175要多少经验,[],,174级-175级:1756161225,0,"你是一名电商人工客服,现在不是工作时间不要求你用客服语气说话,只是考验你从文档中抽取信息的能力,请你通过分析文档内容后精简的回答问题。
 以下是供你参考的已知信息：梦幻西游里155级-175级升级需要7932840566经验，其中155级-165级需1127228104经验，165级-170级需1147888154经验，170级-175级需要5657724298经验

楼主160-164是需要678172688经验
　　155级-156级:85308968

　　156级-157级:87517159

　　157级-158级:59767944

　　158级-159级:92061872

　　159级-160级:94399488

　　160级-161级:129041783

　　161级-162级:132277315

　　162级-163级:135573313

　　163级-164级:138930533

　　164级-165级:142349724

　　165级-166级:218747456

　　166级-167级:224065576

　　167级-168级:229480080

　　168级-169级:234992137

　　169级-170级:240602904

　　170级-171级:533679362

　　171级-172级:819407100

　　172级-173级:1118169947

　　173级-174级:1430306664

　　174级-175级:1756161225


给分啊 算经验好累的

你要回复的问题是:",,,421.0
"中国第一颗原子弹在那一天引爆,震惊了世界?",[],,1964年10月16日,0,"你是一名电商人工客服,现在不是工作时间不要求你用客服语气说话,只是考验你从文档中抽取信息的能力,请你通过分析文档内容后精简的回答问题。
 以下是供你参考的已知信息：自从党带领着人民打败了外国侵略者之后,我们的祖国正在飞速发展之中,然而有些外国人还是瞧不起我们,于是,许多爱国志士便都投入了祖国的建设事业中.<e>邓稼先这个名字大家一定都很熟悉吧!它就是原子弹和氢弹的研究者.1958年8月,在外国留学的邓稼先谢绝了导师的挽留,怀着一颗滚烫的赤子之心踏上了归途,回到了新中国.但是,外国已研究出了非常先进的核武器,而在这方面,中国仍旧就是一个空白.1958年党中央决定研制中国自己的核武器——原子弹.这时,邓稼先站了出来,他毅然接受了研究原子弹的任务,当时,研究核弹的工作是非常危险的,但邓稼先决定要为国捐躯.1964年10月16日,随着一声巨大的轰鸣,一朵无比壮美的蘑菇云升上了天空,中国的第一颗原子弹在罗布泊的山空爆炸成功.1967年6月17日,在罗布泊的上空,中国的第一颗氢弹又成功地爆炸了.全世界震惊了!喜讯迅速传遍了长城内外,大江南北,这不朽的功绩使中国人扬眉吐气.

你要回复的问题是:",,,422.0
韩国的K11单兵作战系统主要包括什么？。,[],,半自动20毫米榴弹发射器，可发射北约制式5.56毫米枪弹的枪挂突击卡宾枪,0,"你是一名电商人工客服,现在不是工作时间不要求你用客服语气说话,只是考验你从文档中抽取信息的能力,请你通过分析文档内容后精简的回答问题。
 以下是供你参考的已知信息：引领枪械发展新趋势的K11步枪 只是因为高成本而无法大量装备吗。在紧急情况下，可以不安装观瞄装置，直接手动设定榴弹火控数据进行作战。韩国的这一款多功能步枪采用了旋转后拉枪机结构，不过依然保留了一个榴弹弹匣，火控与观瞄装置合一，外观上这款枪的全枪结构显得有些过大。韩国的K11单兵作战系统主要包括半自动20毫米榴弹发射器，可发射北约制式5.56毫米枪弹的枪挂突击卡宾枪。韩国的K11单兵战斗系统配备有一体化激光测距仪的顶置计算机辅助瞄准系统，以及热红外夜视仪。其有效射程为460米～500米。

你要回复的问题是:",,,423.0
基地驱逐舰协议做了什么？,[],,授予美国在百慕大的基地权利,0,"你是一名电商人工客服,现在不是工作时间不要求你用客服语气说话,只是考验你从文档中抽取信息的能力,请你通过分析文档内容后精简的回答问题。
 以下是供你参考的已知信息：1940年5月，美国向英国要求在百慕大拥有基本权利，但英国首相丘吉尔最初不愿意接受美国的要求，却得不到回报。1940年9月，作为基地驱逐舰协议的一部分，英国授予美国在百慕大的基地权利。百慕大和纽芬兰最初并不包括在协议中，但这两个国家都加入了协议，英国没有收到任何战争材料作为交换。协议的一项条款是，美军修建的机场将由美国和英国共同使用（这是在战争期间，英国皇家空军运输司令部于1943年从达雷尔岛迁往那里）。

你要回复的问题是:",,,424.0
被告人齐2某等人以什么名义从银行承兑汇票并进行变造？,[],,以黑龙江帅亿新能源开发有限公司名义,0,"你是一名电商人工客服,现在不是工作时间不要求你用客服语气说话,只是考验你从文档中抽取信息的能力,请你通过分析文档内容后精简的回答问题。
 以下是供你参考的已知信息：经审理查明：（一）票据诈骗犯罪2013年5、6月间，被告人齐2某伙同韩2某韩XX、刘某刘XX（均另案处理）共谋后，以黑龙江帅亿新能源开发有限公司名义从建设银行哈龙支行开具银行承兑汇票并进行变造。后齐2某将变造的票面金额为300万某、480万某银行承兑汇票交给田某田XX，田某田XX虚构背书人以全额质押方式从中信银行兰州东岗支行分别骗取银行兰州某支行分别骗取银行贷款300万某和480万某，齐2某交给韩2某韩XX160万某。案发后，兰州市公安局查封了齐2某位于安宁区十里店北滨河西路57号2单元601室及61号3单元102室的两套房产，扣押齐2某甘A-NS588白色宝马车一辆、现金10000元。

你要回复的问题是:",,,425.0
凤凰古城在哪里,[],,"凤凰古城,位于湖南省湘西土家族苗族自治州的西南部凤凰县",0,"你是一名电商人工客服,现在不是工作时间不要求你用客服语气说话,只是考验你从文档中抽取信息的能力,请你通过分析文档内容后精简的回答问题。
 以下是供你参考的已知信息：凤凰古城,位于湖南省湘西土家族苗族自治州的西南部凤凰县,土地总面积约10平方千米。2010年底约5万人口,由苗族、汉族、土家族等28个民族组成,为典型的少数民族聚居区。 凤凰古城,是国家历史文化名城,首批中国旅游强县,国家AAAA级景区,湖南省湘西土家族苗族自治州所辖八县市之一。建于清康熙四十三年〔1704年〕。2001年被授予国家历史文化名城称号,湖南十大文化遗产之一。曾被新西兰著名作家路易·艾黎称赞为中国最美丽的小城,与云南丽江古城、山西平遥古城媲美,享有“北平遥,南凤凰”之美誉。 距铜仁凤凰机场27公里,张家界荷花国际机场280公里;G209国道,S308省道贯穿全境,枝柳铁路穿境而过,交通便利快捷。

你要回复的问题是:",,,426.0
重庆市税务局对全市疫情防控重点保障物资生产企业提供哪些优惠？,[],,全额退还增值税增量留抵税额,0,"你是一名电商人工客服,现在不是工作时间不要求你用客服语气说话,只是考验你从文档中抽取信息的能力,请你通过分析文档内容后精简的回答问题。
 以下是供你参考的已知信息：对参加疫情防控的医务人员和防疫工作者取得的按政府规定标准发放的临时性工作补助和奖金，取得单位发放的预防新型冠状病毒感染肺炎的医药防护用品免征个人所得税；对因疫情影响导致职工生活困难，单位发放给职工的生活困难补助等福利费，免征个人所得税。 　　二、保障物资生产供应。对全市疫情防控重点保障物资生产企业全额退还增值税增量留抵税额；纳税人提供疫情防控重点保障物资运输收入免征增值税；纳税人提供公共交通运输服务、生活服务及居民必需生活物资快递收派服务收入免征增值税；对疫情防控重点物资生产企业扩大产能购置设备允许企业所得税税前一次性扣除；对符合条件的相关药品、试剂、疫苗研发机构，及时、足额办理采购国产设备增值税退税；对境外采购口罩等防疫医疗物资过程中产生的境外佣金和国际运输费，不需办理税务备案。 　　三、鼓励防疫物资公益捐赠。通过公益性社会组织或县级以上人民政府及其部门等国家机关捐赠应对疫情的现金和物品允许企业所得税或个人所得税税前全额扣除；直接向承担疫情防治任务的医院捐赠应对疫情物品允许企业所得税或个人所得税税前全额扣除；无偿捐赠应对疫情的货物免征增值税、消费税、城市维护建设税、教育费附加、地方教育附加。

你要回复的问题是:",,,427.0
双方自愿离婚是签订的离婚协议是？,[],,"长女杜0甲由杜0自行抚养,次女杜0乙由闫x1自行抚养",0,"你是一名电商人工客服,现在不是工作时间不要求你用客服语气说话,只是考验你从文档中抽取信息的能力,请你通过分析文档内容后精简的回答问题。
 以下是供你参考的已知信息：经审理查明,原、被告原6夫妻关系,双方于2008年12月29日登记结婚,2010年3月20日生有一女杜0甲,2011年10月2日生有一女杜0乙2017年2月7日经西安市长安区人民法院调解离婚,离婚协议中载明&ldquo;长女杜0甲由杜0自行抚养,次女杜0乙由闫x1自行抚养&rdquo;调解书生效后,杜0乙跟随被告闫x1生活至今,现原告杜0以其诉称为由诉至本院,要求将杜0乙的抚养关系变更为由其抚养庭审中,原告杜0坚持其诉讼请求;被告闫x1经本院传票传唤未到庭,但在谈话笔录中称不同意原告杜0的诉讼请求双方各持己见,本案未能调解以上事实,有庭审笔录、谈话笔录、电话追记、民事调解书等证据在卷佐证,足以认定

你要回复的问题是:",,,428.0
2013年10月份被告人赵某在什么情况下要求被告人张某为自己虚开发票？,[],,在没有真实货物交易的情况下,0,"你是一名电商人工客服,现在不是工作时间不要求你用客服语气说话,只是考验你从文档中抽取信息的能力,请你通过分析文档内容后精简的回答问题。
 以下是供你参考的已知信息：经审理查明，2013年10月份，被告人赵某为向浙江华辰建工有限公司报账，在没有真实货物交易的情况下，要求被告人张某为自己虚开票面额累计人民币350万元左右的真实普通发票。被告人张某通过被告人何某甲为其虚开了36份浙江省国税局通用机打发票，票面额累计人民币350万元左右。后被告人张某分二次将被告人何某甲开好的发票交付给被告人赵某，第一次交付的发票额累计人民币150万元左右，第二次被告人张某欲交付给被告人赵某剩余的面额累计人民币200万元左右的发票时，因第一次交付的发票无法入账而遭到被告人赵某的拒绝，并被退回第一次已交付的发票。后被告人张某要求退还发票给何某甲遭拒，二人因此发生争执。2014年9月4日下午16时30分许，被告人张某来到临海市小1某镇横峙村牌坊处，持刀刺向被害人何某甲致其右手手腕、左腿等处受伤。经鉴定，被害人何某甲伤致桡动脉断裂，损伤达轻伤二级；伤致右桡骨远端粉碎性骨折，损伤达轻伤一级。2014年9月11日，被告人张某主动到临海市公安局小1某派出所投案；2014年10月18日，被告人赵某在绍兴县火车站被民警抓获。二被告人归案后均如实供述了自己的罪行。2014年10月20日，被告人何某甲主动到临海市公安局小1某派出所投案。另查明，被害人何某甲受伤后，住院二次共计14天，出院后在门诊治疗，共用去医疗费17342.07元。医嘱建议休息4个月零15天，加强营养。住院期间陪护一人。

你要回复的问题是:",,,429.0
加拿大研制的“斯瑞克”轮式装甲运输车最大公路行驶速度每小时是多少公里？。,[],,最大公路行驶速度每小时97公里,0,"你是一名电商人工客服,现在不是工作时间不要求你用客服语气说话,只是考验你从文档中抽取信息的能力,请你通过分析文档内容后精简的回答问题。
 以下是供你参考的已知信息：俄媒：六国装甲运输车和装甲汽车盘点。其车体用铝合金装甲板整体焊接而成，为全密封结构，可以防轻武器的射击和炮弹片的杀伤，这种完全封闭的整车可以在海水中浸没10至15秒钟。主要武器为12.7毫米口径的机枪或MK-19型榴弹发射器，还配有8具烟幕弹发射器。“斯瑞克”轮式装甲运输车是在加拿大研制的LAV-III型轮式（8个轮子）装甲运输车的基础上制造的。战斗全重20吨，发动机功率为350马力，最大公路行驶速度每小时97公里,最大公路行程近500公里,车长6.98米,车宽2.71米,车高2.64米,最大爬坡度60度，通过垂直障碍高0.58米，最大越壕沟宽度1.98米。车上人员共11人，其中车长1人，驾驶员1人，运载士兵9人。

你要回复的问题是:",,,430.0
内江市人民政府关于饲养繁育野生动物场所有什么规定？,[],,实施隔离，严禁野生动物对外扩散和转运贩卖。,0,"你是一名电商人工客服,现在不是工作时间不要求你用客服语气说话,只是考验你从文档中抽取信息的能力,请你通过分析文档内容后精简的回答问题。
 以下是供你参考的已知信息：关于禁止野生动物交易的通告 为严防新型冠状病毒感染的肺炎疫情，阻断可能的传染源和传播途径，按照市场监管总局、农业农村部、国家林草局决定以及省、市疫情防控要求，自本通告发布之日起至疫情解除期间，禁止野生动物交易活动。 　　一、全市饲养繁育野生动物场所实施隔离，严禁野生动物对外扩散和转运贩卖。 　　二、全市农(集)贸市场、超市、餐饮单位、电商平台等经营场所，严禁任何形式的野生动物交易活动。 　　三、社会各界发现违法违规交易野生动物的，可通过12315举报。 　　四、各县(市、区)相关部门要加强检查，发现有违反本公告规定的，要依法依规严肃查处，对经营者、经营场所分别予以停业整顿、查封，涉嫌犯罪的，移送公安机关。

你要回复的问题是:",,,431.0
维生素E有什么作用？,[],,维生素E能预防胆固醇堵塞血管，清除体内垃圾。,0,"你是一名电商人工客服,现在不是工作时间不要求你用客服语气说话,只是考验你从文档中抽取信息的能力,请你通过分析文档内容后精简的回答问题。
 以下是供你参考的已知信息：男性往往偏爱动物性脂肪，但这会使肾脏超负荷运转，增加患心血管疾病、恶性肿瘤等疾病的风险。即便是“瘦肉”，其中肉眼看不见的隐性脂肪也占28%。专家建议男性应学会清淡饮食，特别是减少动物性油脂(肥肉、油炸肉类、动物内脏等)和总的烹调油数量(一般不超过30克日)。维生素E能预防胆固醇堵塞血管，清除体内垃圾。粗粮、坚果、植物油中都含有维生素E，所以男士们应多吃这类食物，尤其是燕麦，它含有丰富的可溶纤维素，可通过清理胆固醇来保护心脏和血管。

你要回复的问题是:",,,432.0
原告什么时候签订了融资款合同？,[],,:2013年10月28日,0,"你是一名电商人工客服,现在不是工作时间不要求你用客服语气说话,只是考验你从文档中抽取信息的能力,请你通过分析文档内容后精简的回答问题。
 以下是供你参考的已知信息：当事人围绕诉讼请求依法提供了证据,本院组织当事人进行了证据交换和质证对当事人无异议的证据,本院予以确认并在卷佐证根据当事人陈述和经审查确认的证据,本院认定事实如下:2013年10月28日,原告与借款人桐城市涉农企业联合会签订融资款合同一份,载明借款280000元,借款期限为2013年10月28日起至2014年10月27日止,月利率为1%,按月结息被告安xxxxxxxxxx1为本合同履行提供资金担保,并在合同上以担保人的名义加盖公章借款人在借款期间向原告支付利息至2015年5月止,计65710元2015年8月,借款人桐城市涉农企业联合会已涉嫌犯罪被立案侦查,案经本院审理,依法作出(2016)皖0881刑初98号刑事判决书,判决桐城市涉农企业联合会犯非法吸收公众存款罪……追缴被告单位桐城市涉农企业联合会违法所得60399877元(集资本金扣除已支付的利息),返还给各被害人,该判决于2017年4月1日生效另查明,借款人桐城市涉农企业联合会为社团法人,注册资金为30000元,由安徽惠农担保有限公司全额投资借款人与被告法定代表人均为邱俊斌;两公司在工商行政部门登记的经营地点与实际办公场所均一致;两公司工作人员重叠;两公司在财务上频繁拆借资金且账户混同对有争议的证据和事实,本院认定如下:1.借款合同及担保合同效力依据《中华人民共和国合同法》第五十二条的规定,借款合同以合法形式掩盖非法目的,属无效合同本案中的融资款合同形式上虽表现为借款、融资,但在这一合法形式掩盖之下,实为向不特定社会对象吸收资金,扰乱国家金融秩序,变相吸收公众存款,故而属无效合同另,被告以担保人身份在借款合同上签字盖章,依据《中华人民共和国担保法》第五条规定,担保合同是主合同的从合同,主合同无效,担保合同无效担保合同另有约定的,按照约定综上,认定涉案担保合同亦属无效合同2.被告承担的责任依据《中华人民共和国合同法》第五十八条:合同无效或被撤销后因该合同取得的财产,应当予以返还,不能返还或者没必要返还的,应当折价补偿有过错的一方应当赔偿对方因此所受损失,双方都有过错的,应当各自承担相应的责任本案中原告与借款人签订借款合同后,原告向借款人交付借款本金280000元,借款人已支付利息65710元但,本案中借款人系社团法人,由作为担保人的被告安xxxxxxxxxx1全额注资成立

你要回复的问题是:",,,433.0
