q,que,ai_answer,actual_send_answer,kb_ids,new_refer,order_status,refund_status
拍好了，麻烦您给我发2斤芒果味，2斤双皮奶粉。,"[{""role"":""user"",""content"":""麻烦您给我发1包芒果味一包双皮奶粉。""},{""role"":""user"",""content"":""可以吗""},{""role"":""user"",""content"":""好的""},{""role"":""user"",""content"":""拍好了，麻烦您给我发2斤芒果味，2斤双皮奶粉。""}]",亲，已备注哦~,亲，已备注哦~,18,"['问题：""我要芒果味，和牛奶味的各一斤"", 答案：""已备注""', '问题：""我拍芒果的一斤，可以选送的那一斤是牛奶味吗"", 答案：""备注了哈亲""', '问题：""我买牛奶味跟芒果味你怎么发2袋芒果味"", 答案：""只收到一个快递是吗？就这两包芒果味的？""', '问题：""拍了4袋，给我芒果 草莓 牛奶 香芋各发1袋"", 答案：""拍随意搭配亲""', '问题：""你好给我发个草莓味和芒果味一样一斤"", 答案：""亲，已备注哦~""', '问题：""备注一下买两斤送两斤的牛奶，芒果，香芋，草莓"", 答案：""拍完联系我备注亲""', '问题：""拍了四斤的帮我备注口味，芒果2斤   抹茶2斤"", 答案：""已备注""', '问题：""我要一斤芒果味，和香芋味的"", 答案：""亲 已备注""']",,
"我就打开了一包 是草莓味的由于拉丝做不了酸奶其余全部没动退回刚才打开有些都是破损撒了这是你们自身的问题与我无关
不要后期不给我退款说还有什么问题嘛","[{""role"":""user"",""content"":""刚才打开有些都是破损撒了""},{""role"":""user"",""content"":""这是你们自身的问题""},{""role"":""user"",""content"":""与我无关\n不要后期不给我退款""},{""role"":""user"",""content"":""说""},{""role"":""user"",""content"":""我就打开了一包 是草莓味的由于拉丝做不了酸奶其余全部没动退回刚才打开有些都是破损撒了这是你们自身的问题与我无关\n不要后期不给我退款说还有什么问题嘛""}]",,稍等一下亲,18,"['问题：""贴张标签就是草莓味的？"", 答案：""亲 看下包装袋正面的左上角哦""', '问题：""就一包香芋味的"", 答案：""只收到一个包裹吗""', '问题：""我今天就拆了个草莓味"", 答案：""什么问题呢亲""', '问题：""第一次买的刚用完第二次买的草莓味的刚打开第一个"", 答案：""亲 您在使用一袋看下哦""', '问题：""牛奶味的只有一包，我煮了才看其他都是两包"", 答案：""两个包裹哈亲都收到了吗""', '问题：""一共四包，多少斤？我买的草莓和芒果味"", 答案：""一斤一包的哈亲""', '问题：""除了草莓剩下的四中口味各一包"", 答案：""需要什么口味具体说一下哈""', '问题：""我刚刚下单了，我要草莓味和牛奶味的忘记备注了"", 答案：""亲，已备注哦~""']",,
这个怎么做,"[{""role"":""user"",""content"":""这个怎么做""}]",亲 参考下哦,,18,"['问题：""这个怎么做"", 答案：""亲 参考下哦""', '问题：""这个要怎么做"", 答案：""亲 参考下哦""', '问题：""怎么做呀"", 答案：""亲 参考下哦""', '问题：""怎么做呢"", 答案：""参考下亲""', '问题：""你这个怎么弄"", 答案：""拍完送教程的亲""', '问题：""怎么做怎么做"", 答案：""亲，参考下哦~""', '问题：""怎么制作呢"", 答案：""有教程亲""', '问题：""那需要怎么做"", 答案：""建议您调整比例再试下哈""']",,
不是小冰箱，椰子冻教程,"[{""role"":""assistant"",""content"":""是自制小冰箱视频教程哦亲。""},{""role"":""user"",""content"":""好的""},{""role"":""assistant"",""content"":""好的亲🌹""},{""role"":""user"",""content"":""制作教程有吗""},{""role"":""user"",""content"":""今天还能发货吗""},{""role"":""assistant"",""content"":""有制作教程的亲""},{""role"":""user"",""content"":""拍了，教程给我吧""},{""role"":""user"",""content"":""不是小冰箱，椰子冻教程""}]",小冰箱教程也有哦,,"18,7","['问题：""在吗这个椰奶冻有教程吗"", 答案：""亲 参考下哦""', '问题：""椰奶冻有教程吗"", 答案：""亲 参考下哦""', '问题：""有教程吗？椰奶冻的教程有吗？"", 答案：""有的亲，我们这里有做法教程哦~""', '问题：""你好，小冰箱是怎样的"", 答案：""亲 是小冰箱制作教程 不是冰箱哦""', '问题：""送这个吗？"", 答案：""亲 这个是小冰箱制作教程 不是冰箱哦""', '问题：""椰子冻制作完了放在常温下会化不会不会坏"", 答案：""亲，椰子冻做好后建议放在冰箱冷藏保存，常温下会化哦。""', '问题：""怎么做椰子冻"", 答案：""没有这个教程哦""', '问题：""椰奶冻简单不"", 答案：""简单的""', '问题：""这个可以做一碗冰椰奶吗椰子冻"", 答案：""1kg的椰奶冻粉加水制作完成后使用100ml的塑料容器，大约可做70杯左右，具体数量看操作及操作损耗会有误差。""', '问题：""教程和自制小冰柜"", 答案：""参考下亲""']",,
700克都不到,"[{""role"":""user"",""content"":""700克都不到""}]",,亲 拍下带有商品名称的图片哦,18,"['问题：""我偿了味不同于三药粉，刚开动的留着，剩下的三罐需退货才是"", 答案：""亲亲，如果您实在不满意的话，未拆封商品您可以申请退货退款，，退回几件就申请几件的价格，商品退回，有专人处理的哈。""', '问题：""药粉收到了，但这个盒咋是坏的呢？"", 答案：""实在抱歉亲 可能是快递路上比较暴力""', '问题：""商家好！黄瓜籽粉收到，共三罐，怎么没有杯和勺子呢？"", 答案：""亲，这边帮您联系快递核重，您稍等""', '问题：""请问你们的山药粉，是属于去皮熟山药粉吗？产地在何处？"", 答案：""亲，我们公司在山东枣庄，山药产地是温县怀山药哈""', '问题：""您好，之前寄的都是白色包装的，这次寄的银色包装的，怎么拌开以后都是粉末啊"", 答案：""两种包装随机发的亲""', '问题：""你好，你那个货是不是寄三包啊？是不是你这个店啊？"", 答案：""拍下面单和包装咱看下""', '问题：""收到货收到货不是三瓶吗？"", 答案：""根据选项选择哈亲""', '问题：""怎么才一包呀怎么才一包呀分开发货的嘛只有一包粉"", 答案：""亲 两个包裹发出的""']",,
从哪里发货？,"[{""role"":""user"",""content"":""从哪里发货？""}]",亲亲，我们的商品是在山东枣庄发货哦~,,"18,8","['问题：""从哪里发货"", 答案：""山东枣庄""', '问题：""哪里发货"", 答案：""亲亲，我们的商品是在山东枣庄发货""', '问题：""从哪里：从哪里发货"", 答案：""山东枣庄发货的亲。""', '问题：""你们那里发货从哪发货"", 答案：""亲亲，我们是在山东枣庄发货的哦。""', '问题：""你是从哪里发货，"", 答案：""亲亲，正常48小时内发货呢""', '问题：""什么地方发货"", 答案：""山东枣庄发货的亲""', '问题：""发货地在哪"", 答案：""山东枣庄""', '问题：""哪里发货产地"", 答案：""亲亲，我们的商品是在山东枣庄发货哦~""', '问题：""在哪里发货？大概几天能到？"", 答案：""亲，山东枣庄发货""', '问题：""在哪里发货？大概几天能到？"", 答案：""路上时效以快递为准，我们不敢保证快递路上时效哦""']",,
问一下，是新货吗？我下单了！,"[{""role"":""user"",""content"":""问一下，是新货吗？我下单了！""}]",下单48小时内发货亲,,"18,10","['问题：""麻烦，写张收据，随货一起发"", 答案：""下单了吗""', '问题：""我已下单"", 答案：""好的亲""', '问题：""我己下单！"", 答案：""好的""', '问题：""下单了"", 答案：""备注了亲""', '问题：""下单了"", 答案：""好的""', '问题：""下单了"", 答案：""已备注亲""', '问题：""有货吗？"", 答案：""亲亲，我们是有货的""', '问题：""有货吗？"", 答案：""亲亲，我们是有货的，下单后48小时内发出哈""', '问题：""有货吗？多少脂肪"", 答案：""亲，能下单就是有货的哈。""', '问题：""新鲜的吗？时间到期了吗"", 答案：""亲亲，我们都是近期生产的，具体生产日期可以在商品上查看哦~""']",,
,"[{""role"":""user"",""content"":""""}]",,很高兴为您服务，请问有什么可以帮您？,"18,10",,,
收到。下次要小心，我还要回购呢,"[{""role"":""assistant"",""content"":""亲，出现这种情况很抱歉哦。您看给您补偿2元可以吗""},{""role"":""user"",""content"":""不行补偿一袋钱，因为袋子坏了不卫生了？一次两次都坏袋，你们怎么搞的？？？""},{""role"":""assistant"",""content"":""亲，可能是打包的时候挤压导致的，不影响食用的哦""},{""role"":""user"",""content"":""上次坏袋也没赔十这次赔一袋钱，一共坏两袋了，叫我们下次怎么回购吖？？""},{""role"":""assistant"",""content"":""亲，非常抱歉给您带来不好的体验，还请亲理解一下，您看为了给您有个好的购物体验，给您补偿3元可以吗。""},{""role"":""user"",""content"":""两次拼一次赔5元多吗？真是的""},{""role"":""assistant"",""content"":""您看为了给您有个好的购物体验，给您补偿5元可以吗""},{""role"":""user"",""content"":""平台已退出介入，您可继续聊天""},{""role"":""assistant"",""content"":""您看为了给您有个好的购物体验，给您补偿5元可以吗""},{""role"":""user"",""content"":""收到。下次要小心，我还要回购呢""}]",好的亲,好的亲,18,"['问题：""我买了，如果真的下次在买"", 答案：""好的亲。感谢支持""', '问题：""收到"", 答案：""仓库核实以后会及时处理的哈""', '问题：""不好意思昨晚忘收货了，现在已收货"", 答案：""好的亲""', '问题：""我收到一袋"", 答案：""亲，这边核实快递发出重量没问题的哦""', '问题：""收到[玫瑰]"", 答案：""很高兴为您服务，请问有什么可以帮您？""', '问题：""好吧，我以后也要多买的，希望之后有更好的服务哦"", 答案：""好的亲咱会的""', '问题：""买了3次好"", 答案：""🌹""', '问题：""好评了"", 答案：""感谢支持""']",,
你家有杨枝甘露吗,"[{""role"":""user"",""content"":""老板帮我发香芋抹茶，芒果巧克力味各一份，谢谢。""},{""role"":""user"",""content"":""我不知道在哪里备注，所以发给你了。""},{""role"":""assistant"",""content"":""亲，已备注哦~""},{""role"":""user"",""content"":""好的谢谢""},{""role"":""assistant"",""content"":""不客气""},{""role"":""user"",""content"":""你家有杨枝甘露吗""}]",没有哈亲,,18,"['问题：""你家有白凉粉吗"", 答案：""亲。根据选项下单哈，如果商品中没有那就是没有哈""', '问题：""你看下你家的草莓味"", 答案：""你好 在的亲""', '问题：""您家有泡沫箱吗"", 答案：""没有的亲""', '问题：""三个是你家买的"", 答案：""亲您看下退款记录哦""', '问题：""是不是你家的货"", 答案：""是的亲""', '问题：""这是你家的胚芽，"", 答案：""亲 是正常的哦""', '问题：""好的真的是家里没有"", 答案：""您等待快递公司联系您核实处理亲""', '问题：""香芋芒果味的可以吗"", 答案：""可以的亲。下单后联系客服备注哈""']",,
一共二元啊还是四元,"[{""role"":""assistant"",""content"":""亲，很抱歉给您带来不好的体验，还请亲理解一下，您看为了给您有个好的购物体验，给您补偿2元可以吗。""},{""role"":""user"",""content"":""还有一个就是凹下去了""},{""role"":""assistant"",""content"":""亲，抱歉呢 快递运输途中挤压造成的 不影响食用的哦 给您补偿2元可以吗。""},{""role"":""user"",""content"":""好的""},{""role"":""assistant"",""content"":""亲 确认收货后与我们联系哦""},{""role"":""user"",""content"":""那就付款了""},{""role"":""assistant"",""content"":""亲 确认收货后这边返给您2元哦""},{""role"":""user"",""content"":""一共二元啊还是四元""}]",一共2元,一共2元,18,"['问题：""那就四元"", 答案：""抱歉亲我这边权限只能3元呢""', '问题：""就四元"", 答案：""亲亲，如果您对收到的商品不满意的话您可以申请退货退款，商品退回，有专人处理的哈。""', '问题：""4元"", 答案：""行吧 确认收货之后联系我""', '问题：""不是返2元吗"", 答案：""亲，本店都是薄利多销，没啥利润的，如果您签收以后还满意的话，麻烦给个五星好评鼓励一下哦。亲，本店都是薄利多销，没啥利润的，如果您签收以后还满意的话，麻烦给个五星好评鼓励一下哦。如果说看到有评价有礼活动，那可能是官方活动，不是本店活动，可以按照步骤要求提交试一下哦。""', '问题：""洒了包装袋里面都是"", 答案：""可以申请2元""', '问题：""是不是给我在返回来2元"", 答案：""确认下亲""', '问题：""3.5元行不行吧"", 答案：""亲，确认收货以后联系我们帮您处理哈""', '问题：""总共是3 斤还是四斤"", 答案：""亲亲，总共是2斤哦~""']",,
发什么快递？发什么快递？发什么快递？,"[{""role"":""user"",""content"":""发什么快递？""},{""role"":""user"",""content"":""发什么快递？""},{""role"":""user"",""content"":""发什么快递？发什么快递？发什么快递？""}]",亲，我们有极兔、中通、邮政等多种快递选择，随机发货哦。不支持指定快递公司哦~,亲，我们有极兔、中通、邮政等多种快递选择，随机发货哦。不支持指定快递公司哦~,"18,8","['问题：""发什么快递？发什么快递？发什么快递？"", 答案：""极兔 中通，邮政，不指定快递，仓库随机发的亲""', '问题：""发什么快递？发什么快递？发什么快递？发什么快递？"", 答案：""亲，我们有极兔、中通、邮政等多种快递选择，随机发货哦。不支持指定快递公司哦~""', '问题：""发什么快递？发什么快递？发什么快递？发什么快递？"", 答案：""亲，发极兔、中通、邮政，不指定快递，仓库随机发哦~""', '问题：""发什么快递？发什么快递？"", 答案：""亲，发极兔、中通、邮政，不指定快递，仓库随机发哦~""', '问题：""发什么快递？发什么快递？"", 答案：""极兔、中通、邮政，不指定快递，仓库随机发""', '问题：""发什么快递？发什么快递？"", 答案：""极兔 中通，邮政，不指定快递，仓库随机发的亲""', '问题：""发什么快递？发什么快递？"", 答案：""很高兴为您服务，请问有什么可以帮您？""', '问题：""发什么快递？发什么快递？这是什么快递？"", 答案：""极兔 中通，邮政，不指定快递，仓库随机发的亲""', '问题：""发什么快递？发什么快递？在吗发什么快递？"", 答案：""亲，我们有极兔、中通、邮政等多种快递选择，随机发货哦。不支持指定快递公司哦~""', '问题：""发什么快递发什么快递？"", 答案：""亲，发极兔、中通、邮政，不指定快递，仓库随机发哦~""']",,
请问您家这款瓶装小麦胚芽是块状还是弄成的粉？,"[{""role"":""user"",""content"":""请问您家这款瓶装小麦胚芽是块状还是弄成的粉？""}]",弄成粉末的亲,,18,"['问题：""这个提取过胚芽油吗这个是瓶装的吗"", 答案：""亲，这个没有提取过胚芽油，是大罐和袋装的哦。两种""', '问题：""你好👋小麦胚芽是带油的吗"", 答案：""亲 不是的哦""', '问题：""我要的是小麦胚芽粉这是什么"", 答案：""亲快递单号拍照这边看下""', '问题：""是麦麸皮哪有胚芽"", 答案：""亲亲，咱家是小麦胚芽哦加工过的哈""', '问题：""而且这个是用机器粉碎的东西，不是真的小麦胚芽那我看一下315那边怎么弄吧"", 答案：""保证质量的哈""', '问题：""这个小麦胚芽是不是麦肤，吃起滿口渣"", 答案：""亲亲，这个小麦胚芽不是麦肤哦""', '问题：""老板你好，请问一下，和瓶一斤，还是净重一斤。"", 答案：""小麦胚芽，袋装是500g一袋，桶装是400g一桶，罐装是300g一罐。""', '问题：""我看你一袋写的300克重呢"", 答案：""小麦胚芽，袋装是500g一袋，桶装是400g一桶，罐装是300g一罐。""']",,
除了黄瓜籽粉，没有任何添加剂的成份么？人呢,"[{""role"":""user"",""content"":""成份配料表发过来""},{""role"":""assistant"",""content"":""亲亲，客服这边暂时没有哈可以参考商品详情或者评论区看下哈""},{""role"":""assistant"",""content"":""很高兴为您服务，请问有什么可以帮您？""},{""role"":""user"",""content"":""补钙么""},{""role"":""assistant"",""content"":""亲亲，黄瓜籽粉可以补钙哦。但是不能代替药物哈~""},{""role"":""assistant"",""content"":""很高兴为您服务，请问有什么可以帮您？""},{""role"":""user"",""content"":""除了黄瓜籽粉，没有任何添加剂的成份么？""},{""role"":""user"",""content"":""除了黄瓜籽粉，没有任何添加剂的成份么？人呢""}]",,亲亲，我们的黄瓜籽粉是纯的，没有添加剂哦~,"18,8","['问题：""是纯黄瓜籽粉吗，没有其它掺加吗？"", 答案：""亲亲，我们的产品是纯黄瓜籽磨的粉，质量很好哦~""', '问题：""咱们的黄瓜籽粉是纯的吗？无任何添加对吗？"", 答案：""对的亲""', '问题：""你们卖的黄瓜籽粉是零添加吗"", 答案：""亲亲，我们的黄瓜籽粉是零添加的哦~""', '问题：""黄瓜籽粉不没添加糖份吗"", 答案：""零添加蔗糖哈亲但是产品本身含有一定的糖份哦""', '问题：""冲泡粘稠吗？纯吗有添加刘吗"", 答案：""亲亲，我们产品是纯黄瓜籽粉，没有添加剂哈""', '问题：""怎么不香呢"", 答案：""亲咱家是纯黄瓜籽粉没有添加的呢""', '问题：""主要是怎么弄也不黏糊？喝到嘴里全是渣子"", 答案：""亲亲，纯黄瓜籽粉没有添加剂的哈""', '问题：""成分除了黄瓜籽粉外还有其他的吗"", 答案：""纯正黄瓜籽粉的""', '问题：""你看这黄子粉也不纯呐，都没有黄瓜味的啥玩意，我上次买的都有黄瓜籽味，这一点味都没有。"", 答案：""亲亲，纯黄瓜籽粉哦""', '问题：""是麦夫子，假的。没有瓜子味。"", 答案：""亲亲，纯黄瓜籽粉哈""']",,
现在用不到了,"[{""role"":""user"",""content"":""可以退货吗""},{""role"":""assistant"",""content"":""亲 什么原因呢""},{""role"":""user"",""content"":""现在用不到了""}]",,您还没有取件是吧,18,"['问题：""退货可以吗"", 答案：""您这个时间太久了亲过了售后期了您可以自己申请试下哈""', '问题：""能退货嘛"", 答案：""亲亲，因为什么呢""', '问题：""能不能退货"", 答案：""另外两罐可以申请退货退款 金额修改成9.93元""', '问题：""可以申请退货吗？"", 答案：""实在抱歉给您带来不好的体验，如果您实在不满意的话您可以申请退货退款，商品退回哈。""', '问题：""可以退货把"", 答案：""亲亲，如果您实在不满意的话，未拆封商品您可以申请退货退款，，退回几件就申请几件的价格，商品退回，有专人处理的哈。""', '问题：""我想退货可以吗我想退货可以吗"", 答案：""可以的，申请退款就可以哈""', '问题：""我想退货"", 答案：""可以的，申请退款就可以哈~""', '问题：""我想退货"", 答案：""亲，可以的，您耐心等待退款就可以哈""']",,
好吧，,"[{""role"":""user"",""content"":""杯是烂的吗，口边也太毛了""},{""role"":""user"",""content"":""杯子底象坏的，杯边还伤手，怎么可用""},{""role"":""user"",""content"":""好吧，""}]",亲，确认收货以后联系我们帮您处理哈,,18,"['问题：""好吧"", 答案：""亲 确认收货后与我们联系""', '问题：""好吧"", 答案：""好的""', '问题：""好吧"", 答案：""如果不行的话 按照给您发的比例再试下""', '问题：""好吧"", 答案：""亲，确认收货以后联系我们帮您处理哈""', '问题：""好吧"", 答案：""您耐心等待下哈""']",,
每袋封口吧，需要下冰箱存放吗,"[{""role"":""user"",""content"":""燕麦麸皮保质期一般多长时间""},{""role"":""assistant"",""content"":""您好，保质期是12个月哦~""},{""role"":""user"",""content"":""每袋封口吧，需要下冰箱存放吗""}]",亲，每袋封口后需要放入冰箱冷藏哦~,亲 可以的饿哦,18,"['问题：""开袋后需要冷藏是吧"", 答案：""对的亲""', '问题：""商家好，没打袋冷冻行吗？"", 答案：""没打袋什么意思亲""', '问题：""这个为什么放了一小会之后会有很多的水？"", 答案：""需要冰箱冷藏凝固的""', '问题：""你们这个有一包封口没等好"", 答案：""亲 拍照看下哦""', '问题：""就是按照这个做的"", 答案：""亲 可以放入冰箱冷藏哦""', '问题：""我是放冰箱冷藏保存的"", 答案：""可以的""', '问题：""但是我已经打开一灌了怎么退货呢？"", 答案：""封好口寄回就可以哈""', '问题：""开袋怎么保存？"", 答案：""亲，开袋后建议尽快食用完哦~""']",,
一瓶多少克,"[{""role"":""user"",""content"":""一瓶多少克""}]",亲，一罐的重量是300g哦~,,18,"['问题：""一瓶多少克"", 答案：""亲，一罐300g""', '问题：""一瓶是多少克"", 答案：""一罐350g的亲 二罐是700g""', '问题：""1瓶是多少克呢？"", 答案：""300g""', '问题：""一罐多少克"", 答案：""这个是大罐1lg的可以看下选项哈""', '问题：""一罐多少克"", 答案：""亲，一罐的重量是500g哦~""', '问题：""一罐多少克"", 答案：""500g亲""', '问题：""一罐多少克"", 答案：""亲，一罐的重量是300g哦~""', '问题：""一罐多少克"", 答案：""亲 一罐350g""']",,
为什么凝固后会有一层白色的,"[{""role"":""user"",""content"":""刚下单的急用""},{""role"":""user"",""content"":""为什么凝固后会有一层白色的""}]",亲亲，凝固后有一层白色的可能是没有搅拌均匀导致的哈，建议搅拌时间长一些然后过滤一下哦。,,18,"['问题：""为啥做出来的不是白色"", 答案：""亲，提供下图片看下哈""', '问题：""这什么怎么有一层白色的？"", 答案：""亲可以在成型之前撇出来就可以哈或者过滤一下""', '问题：""亲 为什么会起白色的"", 答案：""亲可以搅拌时间长一些然后过滤一下哦""', '问题：""为什么按照上面的说法做不成凝固不了"", 答案：""亲亲不凝固一般是操作方式不太对呢，可以参考下面常出错的环节参考看下：1、比例是不是1:6，注意哦这里的比例是重量哈100g：600g，不是容积哈，建议电子克重称称重。2、如果是免煮方式的话，用沸水哈，搅拌时间一定要充足，建议用电动打蛋器搅拌在十分钟以上。""', '问题：""第一次买的挺好，第二次买的为什么不凝固呢"", 答案：""亲 是哪个口味呢""', '问题：""放凉后！一层白色的是什么东西每个味道都一样都是一层白色"", 答案：""亲，白色的是没有搅拌均匀导致的哈""', '问题：""怎么上面有白点点呢"", 答案：""亲拍照看下哦""', '问题：""成型了，不是白色"", 答案：""亲亲成型了说明没有问题的哈""']",,
抓紧啊，寄过来。,"[{""role"":""assistant"",""content"":""很高兴为您服务，请问有什么可以帮您？""},{""role"":""user"",""content"":""抓紧啊，寄过来。""}]",亲 快递不会因为我们催促就快哦,,18,"['问题：""钱我已经给你发到拼多多平台上了你现在赶紧收了你赶紧把钱收了听到了没有？"", 答案：""亲，已通知快递取件，会尽快寄过去的哈""', '问题：""寄了呢"", 答案：""亲寄回几袋就申请几袋的价格哈，售后那边核实以后会给您处理退款的。""', '问题：""好尽快发货"", 答案：""好的 亲""', '问题：""你看我以前买的两大灌才是15元你自己来拿"", 答案：""麻烦寄回哦""', '问题：""有那么慢吗？我现在要下单要用0支付的额度，5.6家都是秒退，就等你们家啦"", 答案：""尽快哈""', '问题：""好的尽快发货"", 答案：""亲亲，正常48小时内发货呢""', '问题：""亲改了吗"", 答案：""联系快递了""', '问题：""受累给催一下快递送货"", 答案：""我催促下快递亲""']",,
一包是姐斤？,"[{""role"":""user"",""content"":""一包是姐斤？""}]",亲，一包是500克哦~,,18,"['问题：""一包几斤"", 答案：""1斤的""', '问题：""一袋就是一包吗？"", 答案：""拍几斤就是几包""', '问题：""怎么就一包？"", 答案：""亲，这边帮您联系快递核重，您稍等""', '问题：""才一包？"", 答案：""两个包裹哈亲""', '问题：""一包是500克？在"", 答案：""亲，一包是500克哦~""', '问题：""一斤一包哦"", 答案：""亲 粉水比例是1:6""', '问题：""是一斤吗？"", 答案：""袋装500g 桶装400g 罐装300g 您根据选项拍亲""', '问题：""一箱是多少包?"", 答案：""亲，一箱是60斤""']",,
我已拼单成功，能尽快帮我发货吗？,"[{""role"":""user"",""content"":""我已拼单成功，能尽快帮我发货吗？""}]",亲亲，下单48小时内发货哦~,,18,"['问题：""我已拼单成功，能尽快帮我发货吗？"", 答案：""亲亲，下单48小时内发货哦~""', '问题：""我已拼单成功，能尽快帮我发货吗？"", 答案：""很高兴为您服务，请问有什么可以帮您？""', '问题：""我已拼单成功，能尽快帮我发货吗？"", 答案：""下单48小时内发货亲""', '问题：""我已拼单成功，能尽快帮我发货吗？急"", 答案：""亲亲，下单48小时内发货哦~""', '问题：""我已拼单成功，能尽快帮我发货吗？好的👌"", 答案：""亲亲，下单48小时内发货哦~""', '问题：""我已拼单成功，能尽快帮我发货吗？好的"", 答案：""亲亲，下单48小时内发货哦~""', '问题：""我已拼单成功，能尽快帮我发货吗？请发货。"", 答案：""亲亲，下单48小时内发货哦~""']",,
发啥快递呀,"[{""role"":""user"",""content"":""你好""},{""role"":""user"",""content"":""这个一桶，净重多少呀""},{""role"":""user"",""content"":""里面的粉，净含量是多少呀""},{""role"":""user"",""content"":""是不是不算桶，500G呀""},{""role"":""assistant"",""content"":""是的 亲""},{""role"":""user"",""content"":""发啥快递呀""}]",亲，我们有极兔、中通、邮政等多种快递选择，随机发货哦。不支持指定快递公司哦~,亲，我们有极兔、中通、邮政等多种快递选择，随机发货哦。不支持指定快递公司哦~,"18,8","['问题：""发什么快递"", 答案：""极兔 中通，邮政，不指定快递，仓库随机发的亲""', '问题：""发什么快递？"", 答案：""极兔、中通、邮政，不指定快递，仓库随机发""', '问题：""发什么快递？"", 答案：""亲，我们有极兔、中通、邮政等多种快递选择，随机发货哦。不指定快递的亲~""', '问题：""发什么快递？"", 答案：""极兔 中通，邮政，不指定快递，仓库随机发的亲""', '问题：""发什么快递？"", 答案：""亲，我们有极兔、中通、邮政等多种快递选择，随机发货哦。不支持指定快递公司哦~""', '问题：""[发什么快递]"", 答案：""极兔 中通，邮政，不指定快递，仓库随机发的亲""', '问题：""[发什么快递]"", 答案：""极兔 中通，邮政，不指定快递，仓库随机发""', '问题：""那好吧发什么快递"", 答案：""极兔 中通，邮政，不指定快递，仓库随机发的亲""', '问题：""发什么快递发什么快递？"", 答案：""亲，发极兔、中通、邮政，不指定快递，仓库随机发哦~""', '问题：""发什么快递好的"", 答案：""亲，我们有极兔、中通、邮政等多种快递选择，随机发货哦。不支持指定快递公司哦~""']",,
唉  别的都不到家,"[{""role"":""user"",""content"":""发什么快递？""},{""role"":""assistant"",""content"":""亲，我们有极兔、中通、邮政等多种快递选择，随机发货哦。不指定快递的亲~""},{""role"":""user"",""content"":""能发邮政吗""},{""role"":""assistant"",""content"":""亲，我们不支持指定快递哦~""},{""role"":""user"",""content"":""能发邮政吗""},{""role"":""assistant"",""content"":""不支持指定快递哦~""},{""role"":""user"",""content"":""发邮政吗""},{""role"":""assistant"",""content"":""不支持指定快递哦~""},{""role"":""user"",""content"":""唉  别的都不到家""}]",亲 其它快递我们不清楚,抱歉亲亲。,"18,8","['问题：""别的都行"", 答案：""亲亲可以多加一点粉调整一下比例再试试呢""', '问题：""都不齐全"", 答案：""什么不齐全""', '问题：""别的不想多说"", 答案：""🌹""', '问题：""你说按啥步骤啊，我不明白。按理说应该给你评价了，你返的太少了。别人家都返两元呢。"", 答案：""别家不清楚哦""', '问题：""你看我其他的还没用"", 答案：""给您补偿3元可以吗""', '问题：""其他牌子的，是黑色的"", 答案：""亲 其它的我们不清楚哦""', '问题：""还有一个没到"", 答案：""好的亲等都到了您看下总共几个""', '问题：""下单发中通其他不到"", 答案：""亲。无法指定哈亲。您耐心等待发出就可以哈""', '问题：""还没收到货。其它信息没有"", 答案：""好的""', '问题：""别人家的。黄瓜籽粉五斤，怎么才十七块多钱呢？"", 答案：""别家不清楚哈""']",,
好的,"[{""role"":""user"",""content"":""我买的两斤要多少水""},{""role"":""assistant"",""content"":""亲 参考下哦""},{""role"":""user"",""content"":""谢谢""},{""role"":""assistant"",""content"":""亲，不客气哈""},{""role"":""user"",""content"":""加牛奶的话煮的时候就要加吗""},{""role"":""user"",""content"":""还是弄好了再加""},{""role"":""assistant"",""content"":""亲 可以参考下给您发的教程哦""},{""role"":""user"",""content"":""好的""}]",,好的亲🌹,18,"['问题：""大罐的多少克？"", 答案：""350g""', '问题：""一罐多少？"", 答案：""1罐500g亲""', '问题：""大罐呢"", 答案：""亲，一罐的重量是300g哦~""', '问题：""一罐是多少？"", 答案：""亲，一罐的重量是300g哦~""', '问题：""两罐，一罐有多少？"", 答案：""亲，一罐的重量是350g哦~""', '问题：""一大罐重量多少克？[微笑]"", 答案：""一罐350g的亲 二罐是700g""', '问题：""一罐一斤吗？"", 答案：""是的亲""', '问题：""请问一大罐有多少克？"", 答案：""亲，一罐300g哦。""', '问题：""一罐有几斤？"", 答案：""亲，一罐350g哦。""', '问题：""一罐多重？"", 答案：""亲，一罐300g哦~""']",,
发什么快递？,"[{""role"":""user"",""content"":""发什么快递？""}]",亲，发极兔、中通、邮政，不指定快递，仓库随机发哦~,,18,"['问题：""发什么快递？"", 答案：""极兔、中通、邮政，不指定快递，仓库随机发""', '问题：""发什么快递发什么快递？"", 答案：""亲，发极兔、中通、邮政，不指定快递，仓库随机发哦~""', '问题：""发什么快递？发什么快递？"", 答案：""极兔、中通、邮政，不指定快递，仓库随机发""', '问题：""[发什么快递]"", 答案：""极兔 中通，邮政，不指定快递，仓库随机发的亲""', '问题：""什么快递？"", 答案：""极兔、中通、邮政，不指定快递，仓库随机发""', '问题：""发什么快递？怎么做"", 答案：""亲，发极兔、中通、邮政，不指定快递，仓库随机发哦~""']",,
